ID,Nom,Prenom,Age,Departement,Ville,Date_Embauche,Salaire,Prime,Teletravail,Performance_Score,Projet,Remise,Client_ID,Produit,Heures_Semaine,Feedback_Score,Type_Contrat,Manager,Categorie_Travail,Bonus_Annuel,Ventes_Mois01,Ventes_Mois02,Ventes_Mois03,Ventes_Mois04,Ventes_Mois05,Ventes_Mois06,Ventes_Mois07,Ventes_Mois08,Ventes_Mois09,Ventes_Mois10,Ventes_Mois11,Ventes_Mois12,CA,Salaire_Annuel,Salaire_Total,Ratio_CA_Salaire,Anciennete,Score_Pondere,Indice_Performance_Normalise,Ratio_Age_Anciennete,Categorie_Age,Performance_Level,Top_Performers,CLV,Score_Efficacite_20,Remise_Categorie,CA_Total_Produit
72,Garcia,Robert,37,RH,Port Traceyside,2018-09-26,2433,2193,Oui,51,Projet D,0.27,1912,Produit W,33,2,Freelance,Timothy Perez MD,Expert,2396,35172,18828,89553,62529,9772,75828,97312,53474,34535,70987,50106,34288,461640.32,29196,33785,13.66,7,487.81,0.15,5.29,Expérimenté,Medium,False,1613489.12,1.86,Avec Remise,1292981428.48
73,Myers,Terri,64,Marketing,New Gregorymouth,2022-04-16,6014,964,Oui,60,Projet D,0.12,3232,Produit X,36,4,Freelance,Tonya James,Expert,9022,70796,6945,62327,91132,79431,88794,70605,86974,97483,58459,2999,56717,679942.56,72168,82154,8.28,3,148.98,0.03,21.33,Retraité / Consultant,Medium,False,2057937.56,0.77,Avec Remise,1275523122.61
74,Simpson,Tracy,29,Finance,Mooreland,2014-04-07,4077,4402,Oui,77,Projet D,0.17,2424,Produit Y,42,2,CDD,Elizabeth Gonzales,Expert,993,52728,9459,21400,69651,80875,84927,90177,58882,28728,46623,49776,41356,526703.06,48924,54319,9.7,11,821.29,0.23,2.64,Jeune professionnel,Medium,False,2022769.26,2.81,Avec Remise,1285481295.4
75,Harvey,Brian,43,Ventes,North Kylebury,2008-10-16,7791,4031,Non,84,Projet A,0.26,4131,Produit W,38,1,CDD,Sarah Miller,Standard,8132,57096,12463,57181,97661,26011,71681,52382,91552,79272,72859,74543,62993,559213.56,93492,105655,5.29,17,755.82,0.2,2.53,Senior 1,Medium,False,3292816.77,3.03,Avec Remise,1292981428.48
76,Harrison,Shirley,32,RH,Hollandstad,2008-02-16,6984,4799,Oui,88,Projet C,0.05,4459,Produit Z,33,1,CDI,Anthony Mcmillan,Expert,4564,76469,45749,12864,61117,88812,61101,84629,49867,78970,69907,48201,70734,710999.0,83808,93171,7.63,17,1141.62,0.23,1.88,Professionnel confirmé,High,True,1997278.12,6.71,Avec Remise,1286715697.35
77,Hall,John,58,Ventes,Williamston,2006-06-27,7281,2797,Non,78,Projet D,0.13,4797,Produit W,31,2,CDI,Regina Butler,Standard,7452,63655,44261,51240,31067,64103,72577,91019,53685,18905,14870,47452,18834,497351.16,87372,97621,5.09,19,755.04,0.22,3.05,Pré-retraire,Medium,False,1866242.9,3.3,Avec Remise,1292981428.48
78,Tapia,Caitlyn,29,Finance,Gregoryshire,2016-05-16,9616,2491,Non,55,Projet D,0.12,4636,Produit W,34,5,CDI,Felicia Baker,Expert,3255,80382,41952,97457,81071,78179,10109,36998,52297,46726,61931,15144,68427,590192.24,115392,121138,4.87,9,241.17,0.06,3.22,Jeune professionnel,Medium,False,1827373.13,1.14,Avec Remise,1292981428.48
79,Carson,John,38,Production,Jessicaborough,2022-08-30,9368,1865,Non,74,Projet B,0.12,3528,Produit X,42,5,CDI,Thomas Smith,Avancé,3513,85828,37519,77780,41010,76870,94149,43505,45151,89945,10870,3007,39709,567901.84,112416,117794,4.82,3,107.03,0.03,12.67,Expérimenté,Medium,False,1494233.64,0.39,Avec Remise,1275523122.61
80,Blair,Henry,35,Production,Lake Laura,2007-10-21,2159,768,Non,65,Projet D,0.16,4573,Produit W,36,1,CDD,Meghan Nichols,Expert,5584,26241,87904,49183,29573,21214,4036,83597,90799,7161,6626,32985,93340,447433.56,25908,32260,13.87,18,1622.74,0.53,1.94,Expérimenté,High,True,1716877.92,5.5,Avec Remise,1292981428.48
81,Austin,Jeffrey,59,RH,South Natashaport,2024-12-14,9111,3979,Non,96,Projet D,0.12,3274,Produit Y,34,4,Freelance,Michael Delacruz,Standard,568,82509,89399,98036,26747,4078,35446,24132,92191,68879,12437,31721,28637,522906.56,109332,113879,4.59,1,44.08,0.01,59.0,Pré-retraire,Low,False,1006235.06,0.18,Avec Remise,1285481295.4
82,Collins,Brandon,29,Production,Lake John,2021-08-27,9990,2221,Non,77,Projet A,0.21,4962,Produit X,38,2,CDI,Dana Carroll,Avancé,879,28836,76602,60892,43674,18309,49343,20277,58102,66352,82064,70811,15632,466806.26,119880,122980,3.8,4,116.91,0.04,7.25,Jeune professionnel,Medium,False,466806.26,0.39,Avec Remise,1275523122.61
83,Anderson,Aaron,43,IT,East Danielstad,2018-08-30,4784,2305,Oui,63,Projet D,0.11,2203,Produit W,44,4,CDD,David Church,Expert,6952,20931,76853,88548,44294,35960,10202,66345,5550,65733,69478,3375,83373,507871.38,57408,66665,7.62,7,335.97,0.1,6.14,Senior 1,Medium,False,1475617.3,1.06,Avec Remise,1292981428.48
84,Reese,Heather,36,RH,Danielmouth,2024-01-29,2937,3000,Non,51,Projet A,0.01,3892,Produit Y,43,4,CDD,Dennis Miller,Expert,9104,61562,22369,75656,47470,24832,20549,54319,32040,10294,97114,66744,43061,550449.9,35244,47348,11.63,1,59.29,0.02,36.0,Expérimenté,Medium,False,989256.45,0.21,Avec Remise,1285481295.4
85,Rojas,Christina,61,IT,Heathchester,2017-03-16,2446,3810,Oui,86,Projet D,0.23,4466,Produit W,34,4,CDD,Michael Carroll,Standard,6057,28405,43915,71363,63939,80328,37140,97352,88592,88714,23528,86838,60840,593634.58,29352,39219,15.14,8,1041.38,0.26,7.62,Retraité / Consultant,High,True,1566333.95,4.96,Avec Remise,1292981428.48
86,Adams,Paige,49,Finance,North Carlosfurt,2009-04-13,11722,3929,Non,66,Projet C,0.26,4131,Produit W,43,1,CDI,Patrick Perez Jr.,Standard,3350,73399,26660,34943,58357,27435,16090,53993,43585,2910,69502,44942,26980,354309.04,140664,147943,2.39,16,252.9,0.1,3.06,Senior 2,Medium,False,3292816.77,0.57,Avec Remise,1292981428.48
87,Johnson,Steven,33,IT,West Gregg,2019-09-08,9018,1698,Oui,55,Projet C,0.22,1321,Produit X,44,3,CDD,Julie Lee,Standard,8364,23210,92981,24797,59079,80038,22226,51344,2503,47094,72268,72204,65597,478405.98,108216,118278,4.04,6,133.48,0.04,5.5,Professionnel confirmé,Medium,False,855895.92,0.4,Avec Remise,1275523122.61
88,Taylor,Brian,57,IT,Joshuaport,2021-03-07,2084,4968,Non,78,Projet A,0.22,1229,Produit Z,42,2,CDI,Shane Sanders,Avancé,3729,61374,39416,69051,19052,84566,5453,92423,87944,92492,77375,44391,84161,591004.44,25008,33705,17.53,4,547.08,0.13,14.25,Pré-retraire,Medium,False,2869152.5,2.1,Avec Remise,1286715697.35
89,Leonard,Michael,35,Ventes,Bryanhaven,2011-02-05,10041,4977,Oui,62,Projet C,0.06,1229,Produit Z,35,1,CDI,Michael Wilson,Avancé,4797,71565,28509,60565,74729,33263,40798,33668,31103,31676,96407,67550,23211,557461.36,120492,130266,4.28,14,371.45,0.1,2.5,Expérimenté,Medium,False,2869152.5,1.61,Avec Remise,1286715697.35
90,Williams,Kim,30,Ventes,Carolberg,2013-09-29,2687,1856,Oui,80,Projet B,0.22,1484,Produit X,38,5,Freelance,Kevin Cooper,Avancé,9648,13654,90670,11439,31150,87703,95025,14869,25109,52637,90297,49897,63419,488177.82,32244,43748,11.16,12,1071.25,0.32,2.5,Professionnel confirmé,High,True,1314056.61,3.75,Avec Remise,1275523122.61
91,Perry,Marcus,43,IT,Port Alishaland,2016-01-17,3177,4027,Non,51,Projet D,0.15,4789,Produit Z,32,2,Freelance,James Stone,Standard,1953,61880,31252,87362,34005,7105,86366,30020,11703,21294,18062,58734,73749,443302.2,38124,44104,10.05,9,461.35,0.15,4.78,Senior 1,Medium,False,4004127.67,1.74,Avec Remise,1286715697.35
92,Lee,Mark,41,Marketing,Debrabury,2012-02-10,8629,3755,Non,94,Projet B,0.01,4878,Produit Z,35,2,Freelance,Andrea Hall,Expert,1005,13731,45914,66425,11550,55345,5806,29627,35862,72847,60486,28603,98178,519130.26,103548,108308,4.79,13,585.72,0.16,3.15,Senior 1,Medium,False,1525957.98,2.37,Avec Remise,1286715697.35
93,Roberts,Jeffrey,41,Production,North Seanmouth,2006-08-02,3666,3954,Oui,59,Projet D,0.14,1541,Produit Y,38,3,CDI,Richard Mcpherson,Avancé,8342,80946,33077,40555,48569,25532,81828,25173,65307,7573,50294,75130,41926,495282.6,43992,56288,8.8,19,986.38,0.29,2.16,Senior 1,High,True,3010067.96,3.51,Avec Remise,1285481295.4
94,Hooper,Danielle,36,Production,East Annberg,2022-01-09,7425,4815,Non,91,Projet D,0.26,1465,Produit W,32,1,Freelance,Jessica Smith,Expert,3632,68328,29340,24142,96257,8533,31262,79847,31914,48558,88058,40057,11526,412788.28,89100,97547,4.23,3,115.53,0.04,12.0,Expérimenté,Medium,False,1384121.06,0.41,Avec Remise,1292981428.48
95,Rodriguez,Ryan,43,RH,East Micheal,2022-07-06,11163,662,Oui,68,Projet B,0.12,4302,Produit Y,42,2,CDI,Pamela Ray,Standard,5655,55638,70119,12615,71810,8517,19831,40853,78515,59498,15627,52216,3861,430408.0,133956,140273,3.07,3,62.59,0.02,14.33,Senior 1,Medium,False,1129472.73,0.17,Avec Remise,1285481295.4
96,Martinez,Joshua,49,Marketing,North Chadberg,2011-03-27,11867,4200,Non,58,Projet C,0.12,1763,Produit Z,35,1,Freelance,Brandon Richard,Expert,4350,42022,20102,19362,97766,34318,51657,77344,24035,87805,84736,4668,44802,517982.96,142404,150954,3.43,14,278.63,0.08,3.5,Senior 2,Medium,False,1120718.36,1.12,Avec Remise,1286715697.35
97,Hernandez,Todd,61,Marketing,Angelabury,2015-05-09,8711,1717,Oui,96,Projet C,0.06,2291,Produit Z,37,3,CDI,Kathryn Brown,Avancé,2745,72194,11213,23676,37818,19121,51321,57697,46872,56218,61416,5313,95650,506198.46,104532,108994,4.64,10,445.85,0.13,6.1,Retraité / Consultant,Medium,False,2742403.28,1.66,Avec Remise,1286715697.35
98,Martin,Alyssa,32,Production,Lisamouth,2015-01-04,10985,1464,Oui,85,Projet A,0.25,2650,Produit W,33,4,CDD,Lori Brown,Avancé,722,27441,67357,36835,38495,5247,72155,82227,25980,49547,71235,19343,35523,398538.75,131820,134006,2.97,10,252.79,0.09,3.2,Professionnel confirmé,Medium,False,898031.85,0.83,Avec Remise,1292981428.48
99,Farmer,Andrew,49,IT,Jefferyhaven,2020-02-02,3745,2869,Non,73,Projet A,0.0,1355,Produit W,33,1,CDD,Steven Moreno,Avancé,1265,10727,78476,6134,11122,5500,89726,82793,14541,94991,72697,45928,48741,561376.0,44940,49074,11.44,5,417.54,0.11,9.8,Senior 2,Medium,False,1017499.15,1.94,Sans Remise,1292981428.48
100,Morales,Adrian,49,IT,Lake Brendanmouth,2006-02-09,2566,3829,Non,76,Projet A,0.21,2040,Produit X,36,5,Freelance,Stephen Ross,Avancé,1356,35568,22632,77240,44405,77036,71262,53467,99748,5499,91394,33972,20368,499746.89,30792,35977,13.89,19,2005.82,0.58,2.58,Senior 2,High,True,994792.79,7.59,Avec Remise,1275523122.61
101,Lewis,Joel,32,Ventes,South Carolberg,2011-09-25,3136,2827,Non,54,Projet B,0.08,2669,Produit Y,36,5,CDD,Maria White,Avancé,5154,82582,38024,32937,10495,21425,35378,58113,54247,48350,70605,97838,53272,555004.72,37632,45613,12.17,14,919.88,0.24,2.29,Professionnel confirmé,High,True,555004.72,3.87,Avec Remise,1285481295.4
102,Ruiz,Austin,23,RH,Martinview,2008-11-16,3170,3913,Non,56,Projet D,0.03,3261,Produit X,37,3,Freelance,David Jones,Avancé,8970,3727,97127,20120,96319,13131,74008,84386,28953,80660,55979,972,15623,553874.85,38040,50923,10.88,17,1035.46,0.27,1.35,Jeune employé,High,True,2017070.55,4.23,Avec Remise,1275523122.61
103,Nixon,Carol,32,Marketing,Eduardofort,2006-08-19,7979,1070,Non,66,Projet B,0.24,4007,Produit W,37,3,CDI,Melissa Rangel,Expert,3575,87041,9034,89297,15435,98365,31317,40808,64667,1275,69447,24756,90720,472843.12,95748,100393,4.71,19,590.62,0.18,1.68,Professionnel confirmé,Medium,False,2637882.0,2.06,Avec Remise,1292981428.48
104,Heath,Katherine,24,Production,Port John,2015-04-08,8657,3238,Oui,54,Projet C,0.23,1171,Produit Y,37,2,CDD,Zachary Walker,Expert,7361,55845,13173,11554,84703,60522,8524,6153,91018,55084,3135,86821,9675,374379.39,103884,114483,3.27,10,176.59,0.07,2.4,Jeune employé,Medium,False,1415161.47,0.49,Avec Remise,1285481295.4
105,Hill,Ryan,34,Ventes,North Andres,2023-04-07,6255,3408,Oui,51,Projet A,0.03,1569,Produit Y,38,4,CDI,Jenna Phillips,Avancé,2227,69035,76348,55592,22631,95675,79541,96348,25131,95262,20823,79992,57146,750318.28,75060,80695,9.3,2,94.84,0.02,17.0,Professionnel confirmé,Medium,False,1291759.6,0.51,Avec Remise,1285481295.4
106,Deleon,Danielle,22,Production,West Wayne,2016-05-21,7645,726,Oui,77,Projet D,0.06,3862,Produit W,40,1,CDI,Sherry Harris,Avancé,7460,90955,67443,31330,94371,5722,60205,89633,2949,56980,18672,90658,66374,634774.48,91740,99926,6.35,9,440.22,0.1,2.44,Jeune employé,Medium,False,634774.48,1.91,Avec Remise,1292981428.48
107,Arroyo,Michael,37,Finance,East Ronald,2013-03-21,2594,1879,Oui,85,Projet D,0.07,4401,Produit Z,43,5,CDD,Nathan Hancock,Standard,1458,91536,43864,89017,28803,8553,19447,84891,19943,83993,93377,44850,4041,569452.95,31128,34465,16.52,12,1685.31,0.43,3.08,Expérimenté,High,True,2643880.09,6.09,Avec Remise,1286715697.35
108,Clark,Diana,60,Production,Lake Dominiquestad,2015-03-31,9655,3210,Non,83,Projet A,0.09,3766,Produit W,33,4,Freelance,Cory Lynch,Avancé,7826,19492,21359,86645,77008,38886,15914,66904,99050,54066,60659,6281,63422,554814.26,115860,126896,4.37,10,362.89,0.1,6.0,Retraité / Consultant,Medium,False,2236961.95,1.66,Avec Remise,1292981428.48
109,Taylor,Sarah,54,Marketing,Port Alberthaven,2017-08-06,8205,3934,Oui,77,Projet A,0.19,3074,Produit W,41,4,CDI,Jason Maxwell,Avancé,5781,17384,12070,75383,92103,51243,56943,62009,33262,98356,802,16561,33976,445574.52,98460,108175,4.12,8,253.73,0.08,6.75,Expert,Medium,False,2893248.86,0.75,Avec Remise,1292981428.48
110,White,Susan,37,RH,West Amandabury,2024-11-19,8662,2921,Oui,79,Projet C,0.14,3275,Produit X,44,2,CDI,Teresa Wade,Standard,6960,74497,40259,67022,35718,83712,94415,30868,9486,15548,8803,71439,2216,459225.38,103944,113825,4.03,1,31.87,0.01,37.0,Expérimenté,Low,False,930891.96,0.09,Avec Remise,1275523122.61
111,Benson,Patricia,22,Marketing,Port Justin,2011-03-13,2633,4653,Non,56,Projet C,0.15,2770,Produit Y,31,3,CDI,Kelly Mullen,Standard,1457,53779,26896,64970,46291,85691,31007,62217,52906,36353,22293,99106,14082,506252.35,31596,37706,13.43,14,1052.62,0.3,1.57,Jeune employé,High,True,3124674.07,4.69,Avec Remise,1285481295.4
112,Smith,Rachel,30,Ventes,South Coleview,2008-01-11,8974,2291,Oui,84,Projet B,0.19,4970,Produit W,34,5,CDD,Cameron Key,Expert,1624,1787,52933,89500,89098,67507,58073,43367,27271,84459,33403,46061,66131,534267.9,107688,111603,4.79,17,683.61,0.19,1.76,Professionnel confirmé,Medium,False,1224839.05,2.93,Avec Remise,1292981428.48
113,Harris,Tammy,29,Marketing,Charleshaven,2015-02-16,2717,3056,Non,86,Projet D,0.19,2115,Produit Y,32,4,CDD,Gina Roberts,Expert,4627,90625,40754,9821,71016,79525,75700,6855,1858,68106,75796,60651,82111,536882.58,32604,40287,13.33,10,1146.07,0.31,2.9,Jeune professionnel,High,True,1689283.27,5.24,Avec Remise,1285481295.4
114,Hayes,Jerry,48,IT,Garciaview,2018-07-22,4265,4342,Non,92,Projet B,0.04,3075,Produit Z,34,4,Freelance,Todd Johnson,Avancé,492,50432,47902,75334,79042,26960,14084,84553,84428,87234,68559,88535,44756,721746.24,51180,56014,12.89,7,829.8,0.17,6.86,Senior 2,Medium,False,721746.24,4.8,Avec Remise,1286715697.35
115,Little,Tina,39,Ventes,New Sarahshire,2010-02-19,7996,3445,Non,82,Projet D,0.27,3645,Produit X,32,5,CDD,Sarah Jones,Avancé,9515,85554,33806,89788,13625,71383,55542,21324,77200,15537,45903,97091,4085,445911.74,95952,108912,4.09,15,503.59,0.16,2.6,Expérimenté,Medium,False,2578346.69,1.91,Avec Remise,1275523122.61
116,Raymond,Brian,44,Finance,Melissatown,2007-08-02,3924,817,Oui,91,Projet C,0.02,1500,Produit Y,34,5,CDD,Cody Clayton,Avancé,2195,78951,96112,22871,20457,72956,79472,72079,28341,62202,76292,94789,41004,730615.48,47088,50100,14.58,18,2388.72,0.48,2.44,Senior 1,High,True,3007242.89,14.0,Avec Remise,1285481295.4
117,Banks,Suzanne,27,Finance,Jessicastad,2011-03-29,3286,2477,Oui,79,Projet A,0.15,4834,Produit Z,40,2,CDI,John Wood,Standard,3480,31967,24692,45473,43127,83866,69794,66281,53742,97877,18966,68715,85359,586380.15,39432,45389,12.92,14,1428.84,0.35,1.93,Jeune professionnel,High,True,1510110.29,5.71,Avec Remise,1286715697.35
118,Murphy,Melissa,47,Marketing,West Terri,2021-06-20,9623,2967,Oui,78,Projet D,0.24,4641,Produit Z,36,3,Freelance,Stephen Ellis,Avancé,2761,51978,17394,24599,74751,75125,66402,53348,48544,70897,45635,43662,33381,460344.16,115476,121204,3.8,4,118.5,0.04,11.75,Senior 2,Medium,False,2202530.12,0.41,Avec Remise,1286715697.35
119,Miller,Kimberly,37,RH,New Jamesbury,2023-01-07,7054,2626,Oui,70,Projet C,0.11,3042,Produit Z,42,3,CDD,Christopher Monroe,Standard,3442,59655,1191,50341,75706,63982,2500,20165,84913,36222,20652,92140,43551,490406.02,84648,90716,5.41,2,75.68,0.02,18.5,Expérimenté,Medium,False,1970061.7,0.24,Avec Remise,1286715697.35
120,Klein,Dana,35,Ventes,Port Kimberlyberg,2019-10-29,2941,4515,Oui,59,Projet C,0.1,2867,Produit Y,34,5,CDI,Eric Garza,Standard,3516,99793,51775,97789,4057,79825,7947,92116,37914,96486,46778,91933,74088,702450.9,35292,43323,16.21,6,573.99,0.12,5.83,Expérimenté,Medium,False,2545282.13,3.23,Avec Remise,1285481295.4
121,Flores,Casey,57,Ventes,Scottmouth,2019-02-13,4445,1745,Oui,74,Projet C,0.01,2429,Produit Z,34,3,Freelance,Ashley Smith,Avancé,2667,67884,51361,69317,42135,93435,57145,34707,2911,11223,62032,39324,45335,571040.91,53340,57752,9.89,6,439.02,0.11,9.5,Pré-retraire,Medium,False,1628012.28,2.01,Avec Remise,1286715697.35
122,Rivas,Alice,45,IT,North Lisa,2021-04-04,8424,3525,Non,76,Projet A,0.26,3139,Produit W,37,1,CDD,Michael Edwards,Avancé,1264,77744,11317,17544,24959,19498,9357,50813,64016,80803,58714,74556,87608,426927.46,101088,105877,4.03,4,122.58,0.04,11.25,Senior 2,Medium,False,426927.46,0.39,Avec Remise,1292981428.48
123,Walker,Jerry,57,Finance,Lake Jennifer,2016-01-13,5530,2811,Oui,57,Projet A,0.14,4076,Produit Y,38,5,Freelance,Kevin Fisher,Avancé,1661,61207,59548,4160,63492,73294,73209,36423,75378,96117,25464,6036,64347,549260.5,66360,70832,7.75,9,397.8,0.11,6.33,Pré-retraire,Medium,False,2164637.29,1.57,Avec Remise,1285481295.4
124,Johnson,Nicole,52,Marketing,South Jimmychester,2015-07-19,8909,1267,Oui,73,Projet B,0.14,1749,Produit Y,38,5,CDI,Laurie Munoz,Avancé,948,73816,28340,53583,67031,99897,86653,2940,10,26375,83741,51781,17561,508886.08,106908,109123,4.66,10,340.43,0.1,5.2,Expert,Medium,False,2292680.62,1.24,Avec Remise,1285481295.4
125,Lin,Anthony,51,Production,North Kirk,2024-12-22,2897,4111,Oui,86,Projet D,0.23,1606,Produit Z,40,1,CDI,James Ayers,Standard,5207,69385,76299,8931,2274,51257,85127,60372,68090,5879,76953,49130,3406,428969.31,34764,44082,9.73,1,83.69,0.03,51.0,Expert,Medium,False,1451492.81,0.24,Avec Remise,1286715697.35
126,Jones,Joseph,59,Ventes,East Heidi,2022-06-18,2503,4718,Oui,63,Projet D,0.03,2839,Produit Y,44,4,CDD,Nicole Sullivan,Avancé,8950,41049,82034,92918,77215,97755,43570,65875,56626,50740,53629,72042,60193,769836.62,30036,43704,17.61,3,332.92,0.06,19.67,Pré-retraire,Medium,False,1339602.77,1.59,Avec Remise,1285481295.4
127,Martin,Charles,26,Marketing,East Robertstad,2008-03-10,10336,3947,Oui,52,Projet D,0.06,4327,Produit X,44,3,Freelance,Alexander Jacobs,Avancé,7973,12707,50146,63933,78023,18341,99268,19084,99623,49244,98214,71276,32940,651231.06,124032,135952,4.79,17,423.45,0.09,1.53,Jeune professionnel,Medium,False,1565309.61,1.71,Avec Remise,1275523122.61
128,Johnson,Linda,56,Production,Hartmouth,2018-02-19,8551,3886,Oui,94,Projet A,0.21,3277,Produit W,40,5,CDI,Margaret Jones,Standard,5580,43760,63362,13385,10416,40221,7729,49769,36720,14995,21071,13728,36180,277555.44,102612,112078,2.48,7,162.95,0.09,8.0,Pré-retraire,Medium,False,3038037.62,0.31,Avec Remise,1292981428.48
129,Powell,Justin,48,Production,Whitefurt,2021-01-19,5258,2807,Oui,85,Projet A,0.26,4279,Produit W,30,1,CDD,Bryan Dickson,Avancé,7933,20739,31719,82645,16683,24261,60125,22033,91707,64731,1155,27168,60286,372406.48,63096,73836,5.04,4,171.49,0.07,12.0,Senior 2,Medium,False,1280372.93,0.58,Avec Remise,1292981428.48
130,Long,Anne,64,Production,Sharontown,2017-07-15,2162,4068,Non,78,Projet D,0.06,1471,Produit W,38,3,Freelance,Susan Robinson,Expert,3969,37606,93327,88581,64526,13260,66227,1834,42921,80432,89742,83921,13284,635121.34,25944,33981,18.69,8,1166.29,0.27,8.0,Retraité / Consultant,High,True,3330771.22,5.32,Avec Remise,1292981428.48
131,Marquez,Anthony,30,Production,Bartlettberg,2018-10-16,3529,4177,Oui,99,Projet A,0.26,3072,Produit W,35,2,CDI,Jennifer Woodward,Standard,6351,5087,22903,36735,47234,57599,45169,71522,37860,12189,11840,57327,9046,306738.14,42348,52876,5.8,7,402.02,0.19,4.29,Professionnel confirmé,Medium,False,1705598.26,0.96,Avec Remise,1292981428.48
132,Oconnell,Cristian,46,IT,North David,2025-04-13,10316,1896,Non,90,Projet A,0.03,4134,Produit Y,38,1,CDI,Timothy Martinez,Avancé,2681,76378,54510,17391,69593,49379,81536,32813,26232,54424,37352,67629,64378,612666.55,123792,128369,4.77,0,0.0,0.0,inf,Senior 2,Low,False,1017562.81,0.0,Avec Remise,1285481295.4
133,Jones,Ryan,28,Marketing,Elijahburgh,2005-12-04,7287,3897,Non,56,Projet B,0.02,4833,Produit X,35,1,Freelance,Veronica Thompson,Avancé,5639,18906,76197,97699,93521,77852,50572,57377,31827,26155,25260,1828,17113,562820.86,87444,96980,5.8,20,649.99,0.17,1.4,Jeune professionnel,Medium,False,1051043.86,2.85,Avec Remise,1275523122.61
134,Odom,Charles,61,Ventes,Stevenborough,2010-11-03,5316,4126,Non,91,Projet C,0.26,3848,Produit Z,30,3,Freelance,Julia Colon,Standard,2373,21731,19858,24597,48424,80613,49285,50328,65707,99945,25765,39550,6008,393540.14,63792,70291,5.6,15,764.23,0.28,4.07,Retraité / Consultant,Medium,False,1904263.85,2.73,Avec Remise,1286715697.35
135,Page,Sarah,27,Ventes,Port Anthony,2009-01-29,6783,4888,Oui,50,Projet B,0.07,1683,Produit Y,41,3,CDI,Jeff Bennett,Expert,4192,4853,14580,33450,23539,43792,50662,25536,96244,68189,65555,94099,377,484414.68,81396,90476,5.35,16,428.33,0.13,1.69,Jeune professionnel,Medium,False,2544624.43,1.38,Avec Remise,1285481295.4
136,Campos,Christine,30,Production,Jameston,2014-11-11,5313,648,Non,63,Projet D,0.22,3550,Produit W,41,2,Freelance,Patricia Dennis,Standard,1987,48566,93480,56978,26783,20306,31192,59782,73597,22466,62535,27372,65597,459150.12,63756,66391,6.92,11,479.27,0.15,2.73,Professionnel confirmé,Medium,False,2081234.5,1.46,Avec Remise,1292981428.48
137,Romero,Ryan,50,IT,Lake Erichaven,2025-02-22,3123,1610,Non,90,Projet C,0.19,2751,Produit X,38,4,Freelance,James Jackson,Avancé,2093,65066,46242,10857,7546,94201,82230,56051,28415,83403,24542,1854,78710,469084.77,37476,41179,11.39,0,0.0,0.0,inf,Expert,Low,False,2002053.77,0.0,Avec Remise,1275523122.61
138,Ward,Patrick,26,Finance,West Ericaside,2016-12-30,7524,4412,Non,86,Projet A,0.08,2770,Produit Z,44,2,CDI,Katelyn Mcdonald,Standard,7984,15715,30419,52635,18498,71471,56008,86029,57169,36267,20734,95769,65564,557775.76,90288,102684,5.43,9,420.43,0.11,2.89,Jeune professionnel,Medium,False,3124674.07,1.45,Avec Remise,1286715697.35
